Date,Time,Latitude,Longitude,Depth,Magnitude,population_impacted
05/11/1966,14:17:39,48.888,156.275,24.7,6.2,0
05/11/1966,14:26:42,48.848,156.288,25.7,5.6,0
05/11/1966,21:39:37,48.853,156.133,20.6,5.8,0
05/14/1966,17:03:54,34.023,138.983,10.0,5.7,81207
05/15/1966,14:46:08,51.41,-178.291,35.1,6.1,0
05/16/1966,02:46:42,-6.974,129.352,201.1,5.7,0
05/17/1966,16:58:16,-44.195,-75.478,19.5,5.6,0
05/18/1966,07:32:06,24.97,-109.085,20.0,5.9,474049
05/19/1966,07:06:29,53.934,-164.122,32.3,6.0,0
05/20/1966,09:14:45,13.901,146.481,25.0,6.1,0
05/20/1966,18:02:38,19.374,122.147,60.0,5.5,27457
05/23/1966,08:39:45,30.081,139.992,20.0,5.7,0
05/23/1966,14:22:32,13.894,146.41,25.0,5.7,0
05/25/1966,08:29:03,-6.384,131.044,65.0,5.7,0
05/25/1966,12:07:07,-21.658,169.814,35.0,5.7,0
05/25/1966,13:20:54,-52.772,160.124,10.0,6.1,0
05/28/1966,00:03:59,24.274,122.631,50.0,5.8,213743
06/01/1966,11:47:33,-23.461,-174.657,15.0,5.8,0
06/02/1966,03:27:52,50.993,175.957,20.6,5.5,0
06/02/1966,07:08:05,-0.047,123.13,140.0,5.8,1471385
06/04/1966,23:48:20,46.418,152.735,39.1,6.0,0
06/06/1966,01:45:43,-14.929,167.839,15.0,5.6,14122
06/06/1966,07:46:17,36.421,71.224,215.6,6.6,906641
06/06/1966,20:47:10,9.528,126.505,25.0,6.0,1330879
06/07/1966,00:59:46,-14.828,-75.835,20.0,6.2,1033279
06/07/1966,11:44:52,24.328,122.66,35.0,5.6,237979
06/07/1966,13:59:36,11.323,139.593,35.0,6.8,0
06/09/1966,15:39:27,44.238,147.766,93.2,5.7,7120
06/11/1966,18:13:38,51.399,-178.35,35.0,5.6,0
06/13/1966,07:33:13,-21.242,174.342,25.0,6.1,0
06/13/1966,18:08:37,-12.191,167.132,241.6,6.7,0
06/15/1966,00:59:50,-10.318,161.006,45.0,7.1,0
06/15/1966,01:32:58,-10.061,161.149,45.0,6.8,0
06/15/1966,06:13:54,-10.033,160.937,45.0,5.9,0
06/15/1966,16:36:29,-10.172,160.85,45.0,5.7,0
06/21/1966,00:43:17,-11.022,165.171,30.0,5.8,2392
06/21/1966,23:06:31,50.164,157.767,45.5,5.5,0
06/22/1966,20:29:07,-7.24,124.583,531.8,7.0,0
06/23/1966,05:01:43,43.726,140.19,225.0,5.6,162869
06/27/1966,10:41:09,29.504,80.845,25.9,6.0,269343
06/27/1966,10:49:49,29.543,80.915,25.0,5.7,271259
06/27/1966,10:59:19,29.706,80.935,25.0,6.3,49599
06/27/1966,21:47:11,-38.36,177.139,115.0,5.6,289535
06/29/1966,21:46:57,-13.794,166.644,45.0,6.0,1286
07/01/1966,05:50:40,24.739,122.414,112.5,6.4,8019406
07/04/1966,02:55:37,51.745,176.296,30.0,5.8,0
07/04/1966,18:33:40,51.826,179.778,15.0,6.8,0
07/05/1966,02:21:43,51.867,-179.88,15.0,5.8,0
07/10/1966,16:12:44,24.303,125.186,35.6,6.1,54197
07/11/1966,22:45:56,-19.474,-173.254,25.0,6.0,0
07/12/1966,18:53:11,44.707,37.272,39.3,5.7,1255212
07/19/1966,01:40:56,56.241,164.754,15.0,6.4,0
07/19/1966,19:20:33,51.748,-173.478,29.7,5.6,53
07/21/1966,18:30:16,-17.757,-178.55,594.4,6.4,0
07/22/1966,10:17:22,51.664,-173.677,31.3,5.7,53
07/27/1966,04:49:01,-24.16,-70.082,33.5,5.8,357505
08/01/1966,19:09:56,29.937,68.778,20.2,6.0,937654
08/01/1966,20:30:58,29.906,68.681,25.0,6.2,752654
08/01/1966,21:03:02,29.988,68.588,25.0,6.9,1102654
08/05/1966,04:33:02,-10.987,162.767,35.0,5.7,0
08/07/1966,02:13:04,50.513,-171.301,19.7,6.9,0
08/07/1966,03:07:16,-10.692,161.237,35.0,5.6,0
08/07/1966,17:36:12,31.0395,-113.7773333,6.0,6.35,63567
08/08/1966,08:02:47,19.279,-108.27,30.0,6.0,0
08/10/1966,05:01:10,-20.161,-175.228,98.8,6.0,107485
08/11/1966,23:25:39,-23.495,-175.808,35.0,5.9,0
08/12/1966,20:16:59,52.563,-161.63,17.2,5.8,0
08/15/1966,02:15:32,28.565,78.961,27.0,5.6,4532793
08/15/1966,02:45:36,13.295,121.467,19.8,6.0,17618153
08/15/1966,10:20:40,3.487,64.014,10.0,6.0,0
08/16/1966,02:16:20,36.395,70.903,196.4,5.8,906641
08/16/1966,18:02:36,37.38,-114.157,10.0,5.7,185139
08/16/1966,19:45:38,-21.343,171.484,15.0,6.2,0
08/17/1966,19:54:10,-5.026,125.119,540.0,5.7,0
08/17/1966,20:58:39,52.156,175.053,41.9,5.6,0
08/18/1966,10:33:16,14.478,-91.84,68.4,5.8,1350559
08/18/1966,14:34:02,-0.111,125.071,55.0,6.1,10353
08/18/1966,14:37:55,-0.007,125.026,32.5,6.0,11008
08/19/1966,12:22:12,39.235,41.572,24.7,6.8,2207504
08/20/1966,07:43:29,-3.195,-77.166,113.3,5.7,685
08/20/1966,09:32:32,42.981,140.708,159.4,5.8,5569163
08/20/1966,11:59:13,39.438,41.094,25.0,6.2,2285941
08/20/1966,22:55:02,-23.734,-175.678,35.0,6.1,0
08/21/1966,05:00:25,8.48,126.645,35.0,6.0,2009871
08/22/1966,17:02:06,-1.741,134.06,25.0,5.9,154854
08/22/1966,17:42:09,-22.499,170.742,20.0,6.3,0
08/23/1966,18:22:16,23.873,123.228,25.0,5.7,1843
08/26/1966,00:51:52,-27.693,-177.185,55.0,5.8,0
08/26/1966,09:06:50,-22.128,170.04,10.0,6.0,0
08/28/1966,07:29:42,-36.094,178.575,170.0,5.7,0
08/30/1966,20:20:54,61.197,-147.781,29.6,5.6,22342
09/08/1966,21:15:56,2.388,128.49,115.0,7.7,36038
09/08/1966,21:55:41,45.401,150.549,35.0,5.6,0
09/11/1966,17:38:05,6.761,-72.976,161.1,5.9,4340448
09/12/1966,11:29:37,-22.987,170.75,15.0,6.3,0
09/12/1966,16:41:04,39.385,-120.252,10.0,5.9,691316
09/14/1966,23:18:42,-60.244,-27.199,20.0,6.7,0
09/15/1966,11:51:56,-60.256,-26.922,20.0,6.2,0
09/15/1966,17:10:47,22.924,121.507,30.0,6.2,479230
09/18/1966,20:43:56,27.775,54.227,20.0,5.7,405654
09/25/1966,06:02:29,18.261,-100.985,80.3,6.0,236690
09/26/1966,05:10:57,27.419,92.576,14.4,5.9,24641
09/28/1966,14:00:24,27.412,100.103,20.0,6.3,1478499
10/07/1966,15:55:10,-21.558,170.596,150.0,6.9,0
10/07/1966,20:55:57,61.58,-150.126,55.0,5.6,318512
10/08/1966,00:12:17,-16.654,-177.279,15.0,6.1,0
10/11/1966,06:25:55,-60.354,-26.485,20.0,6.1,0
10/12/1966,00:06:38,-11.793,121.601,20.0,6.0,0
10/12/1966,04:22:17,-31.241,-177.747,25.0,5.8,0
10/16/1966,09:13:28,29.734,142.669,15.0,5.7,0
10/16/1966,12:55:32,-56.111,-27.62,100.0,5.7,0
10/17/1966,21:42:00,-10.665,-78.228,40.0,8.1,66851
10/19/1966,08:01:34,-1.571,-15.611,15.0,7.0,0
10/26/1966,18:28:55,-18.319,167.58,35.0,5.7,0
10/27/1966,14:21:03,22.232,145.978,10.0,6.7,0
10/29/1966,02:39:29,38.796,21.242,25.0,5.9,12196842
11/03/1966,16:24:33,19.102,-67.878,26.5,6.0,201200
11/05/1966,12:45:14,-15.37,-175.109,15.0,6.4,527
11/10/1966,03:02:34,-31.973,-68.301,113.0,6.1,1266555
11/11/1966,15:31:05,52.141,-169.158,29.2,5.6,0
11/12/1966,11:50:33,-23.822,-67.863,135.0,5.6,3380
11/12/1966,12:49:44,41.746,144.389,32.5,6.0,1156
11/12/1966,18:45:03,-15.681,167.258,35.0,6.3,15580
11/13/1966,02:51:54,17.042,-61.885,79.4,5.6,826620
11/22/1966,06:29:54,48.019,146.857,460.0,5.9,0
11/22/1966,07:01:12,-57.964,-25.518,35.0,5.8,0
11/23/1966,02:19:13,-14.851,167.051,35.0,5.9,13732
11/26/1966,02:18:19,-25.563,-70.497,51.8,5.7,23536
11/28/1966,07:32:53,6.6,-82.746,16.7,5.6,0
12/01/1966,04:56:59,-13.954,167.045,125.0,6.8,1286
12/02/1966,09:31:18,3.251,128.174,75.0,5.7,0
12/07/1966,17:17:43,44.475,151.655,15.0,5.9,0
12/10/1966,13:06:35,14.351,-91.963,70.0,5.7,1249164
12/10/1966,18:08:15,-3.424,145.703,25.0,6.3,0
12/14/1966,21:07:53,-4.928,144.05,65.0,6.3,6942839
12/15/1966,02:08:05,21.487,94.322,94.3,5.7,242808
12/16/1966,20:52:18,29.535,80.823,20.0,5.7,261043
12/20/1966,12:26:55,-26.123,-63.152,578.0,6.3,30041
12/20/1966,15:30:01,37.3021667,-116.4083333,1.2,5.62,2247
12/21/1966,08:51:59,-19.98,169.834,230.0,6.3,230
12/23/1966,15:50:21,-7.039,148.256,30.0,6.6,42631
12/27/1966,01:22:18,37.126,141.202,55.3,5.6,2085725
12/28/1966,08:18:07,-25.494,-70.55,25.0,7.7,22957
12/29/1966,22:16:21,-32.838,-111.783,10.0,5.6,0
12/31/1966,18:23:09,-12.091,166.552,55.0,7.8,0
12/31/1966,22:15:19,-12.326,166.491,35.0,7.1,0
01/01/1967,07:05:51,-15.237,-173.608,30.0,6.5,759
01/01/1967,21:59:00,-11.2,165.416,30.0,5.9,2978
01/02/1967,09:47:54,-10.187,28.424,29.1,5.6,1255310
01/02/1967,20:00:00,-12.347,166.221,30.0,6.0,0
01/03/1967,05:35:49,-11.093,165.668,30.0,6.1,2978
01/03/1967,11:05:17,-11.112,165.536,30.0,5.6,2978
01/03/1967,21:23:23,-12.376,166.473,30.0,5.8,0
01/04/1967,03:41:37,20.318,120.114,21.6,5.6,0
01/04/1967,20:16:00,10.881,-62.33,92.6,5.5,100925
01/05/1967,00:14:41,48.168,103.036,13.2,7.0,11320
01/05/1967,00:42:12,48.477,103.021,17.5,5.8,98186
01/05/1967,23:58:20,48.04,103.013,17.5,5.9,19731
01/06/1967,00:04:06,41.878,143.482,39.3,5.9,65068
01/06/1967,10:03:05,-1.461,126.477,30.0,5.6,0
01/07/1967,00:27:24,-48.873,112.803,15.0,6.0,0
01/07/1967,13:34:46,11.854,142.866,15.0,5.7,0
01/11/1967,05:54:03,-0.149,120.033,35.0,5.7,335297
01/11/1967,11:20:48,33.989,45.738,35.0,6.1,882101
01/13/1967,13:48:14,-10.515,161.406,40.0,6.2,0
01/16/1967,14:26:29,-11.248,165.623,30.0,6.0,2978
01/17/1967,01:07:55,-27.335,-63.204,590.9,6.2,74634
01/17/1967,11:59:33,38.244,142.152,45.8,6.6,469376
01/18/1967,05:34:37,56.564,120.947,25.0,5.5,2940
01/18/1967,08:18:23,52.565,-168.501,26.0,5.9,0
01/19/1967,12:38:31,-11.903,166.494,140.0,5.9,0
01/20/1967,01:57:23,48.105,103.064,20.0,6.4,11320
01/21/1967,02:54:04,-49.917,-114.881,25.0,6.3,0
01/23/1967,20:25:40,19.973,-109.129,30.0,6.0,0
01/24/1967,03:05:40,41.5,142.2,68.0,5.7,167988
01/24/1967,09:29:11,-0.922,-21.081,10.0,6.5,0
01/25/1967,01:50:20,36.715,71.625,273.2,6.0,915892
01/28/1967,13:53:00,52.45,-169.603,35.0,6.8,0
01/28/1967,16:31:23,52.288,-169.353,35.0,5.6,0
01/28/1967,17:42:02,52.242,-169.468,39.9,5.8,0
01/30/1967,21:05:30,26.107,96.115,25.0,5.6,35998
01/31/1967,13:37:32,2.619,-84.363,10.0,5.6,0
02/02/1967,06:25:49,-57.94,-25.663,65.0,6.1,0
02/03/1967,12:48:09,-5.542,110.478,550.0,5.6,0
02/07/1967,14:53:14,56.521,-157.326,62.0,5.7,166
02/09/1967,15:24:49,2.849,-74.798,55.0,7.0,994218
02/13/1967,23:14:24,52.812,-34.14,10.0,7.0,0
02/14/1967,01:36:08,13.555,96.463,30.0,6.8,0
02/14/1967,05:02:39,-13.303,171.408,630.0,5.8,0
02/15/1967,16:11:12,-9.163,-71.274,600.4,7.0,17101
02/17/1967,10:10:52,-23.878,-175.078,15.0,6.5,0
02/18/1967,02:39:20,-5.873,153.267,35.0,5.6,0
02/19/1967,22:14:36,-8.965,113.017,80.0,6.3,48704
02/19/1967,23:28:29,-0.072,124.213,95.0,5.9,127202
02/20/1967,15:18:41,33.617,75.333,20.0,5.5,1942912
02/22/1967,18:26:48,-19.516,169.216,90.6,5.8,1030
02/23/1967,20:38:59,26.184,128.611,31.9,6.0,1316567
02/25/1967,11:20:50,-0.077,123.947,75.0,5.9,126923
02/25/1967,11:38:45,-0.114,123.969,80.0,5.9,10629
02/28/1967,09:37:20,32.608,141.649,25.0,6.0,0
03/02/1967,02:47:33,-0.214,-78.595,118.9,6.0,3302157
03/04/1967,05:09:25,21.398,121.823,131.1,5.7,31694
03/04/1967,06:16:24,-18.558,-175.286,226.7,5.7,0
03/04/1967,17:58:06,39.1,24.684,15.0,6.6,28072
03/09/1967,06:58:36,-10.617,166.198,15.0,5.9,2978
03/09/1967,18:02:42,-10.622,166.333,15.0,5.9,2978
03/11/1967,08:33:29,-10.821,166.388,55.0,5.9,2978
03/11/1967,14:45:01,19.263,-95.801,28.7,5.9,625464
03/13/1967,16:06:53,-40.17,-74.722,20.0,5.7,805
03/13/1967,19:22:19,19.581,38.874,20.0,5.6,0
03/14/1967,06:58:05,28.463,94.248,16.9,5.7,19311
03/17/1967,11:24:47,-3.575,150.909,25.0,6.2,0
03/18/1967,19:15:37,-6.075,146.354,110.0,5.7,15479
03/19/1967,01:10:51,-6.727,129.744,97.7,6.2,0
03/19/1967,04:01:41,45.527,151.188,40.0,6.7,0
03/20/1967,13:31:35,45.672,151.301,35.0,5.8,0
03/20/1967,13:40:53,45.438,151.511,34.5,5.7,0
03/24/1967,09:00:20,-5.972,112.225,598.0,6.7,0
03/25/1967,22:47:59,45.201,151.551,30.4,5.9,0
03/26/1967,22:39:03,-9.182,148.623,20.0,5.7,108765
03/27/1967,08:58:24,38.474,116.608,29.7,6.1,31697959
03/27/1967,10:01:45,-16.438,168.214,15.0,6.4,216752
03/30/1967,02:08:01,-11.114,115.227,15.0,6.2,0
04/01/1967,05:54:21,45.718,151.83,35.0,6.1,0
04/01/1967,05:57:08,45.661,151.789,45.0,5.8,0
04/01/1967,12:23:35,45.617,151.703,29.8,6.1,0
04/03/1967,08:04:18,-6.024,151.499,22.5,5.9,54954
04/05/1967,02:34:10,20.036,147.311,27.1,5.9,0
04/05/1967,02:47:54,19.992,147.227,25.0,5.7,0
04/06/1967,12:21:59,20.07,147.252,25.0,5.8,0
04/09/1967,00:05:10,-3.989,135.677,15.0,6.0,88719
04/10/1967,04:59:56,-7.359,155.753,35.0,5.7,15588
04/10/1967,15:02:44,-7.222,155.833,35.0,6.1,15588
04/10/1967,16:47:50,-63.66,-167.459,10.0,6.1,0
04/12/1967,04:51:42,5.121,96.286,50.0,6.7,194907
04/12/1967,05:11:18,5.349,96.483,50.0,5.6,194907
04/13/1967,19:59:53,18.309,-100.125,85.0,5.8,588784
04/20/1967,00:01:27,-5.605,129.639,175.0,5.7,0
04/21/1967,08:14:24,-5.401,126.688,10.0,6.2,0
04/23/1967,17:52:47,13.558,146.268,15.0,5.7,0
04/29/1967,03:55:20,51.42,-178.261,31.6,5.7,0
04/30/1967,16:59:00,-1.808,138.694,20.0,5.8,14633
05/01/1967,07:09:03,39.528,21.267,25.0,6.2,12223033
05/04/1967,08:17:34,-55.604,-28.129,30.0,5.9,0
05/05/1967,15:00:08,-10.425,161.494,40.0,5.8,0
05/09/1967,21:30:07,5.161,127.412,90.0,5.7,0
05/11/1967,14:51:01,39.365,73.787,15.0,5.6,5100
05/11/1967,15:05:23,-20.304,-68.821,109.4,6.1,305552
05/20/1967,13:02:07,-59.076,-65.47,10.0,5.7,0
05/21/1967,18:45:13,-0.897,101.313,179.3,6.7,121094
05/23/1967,19:17:48,-56.191,-27.608,125.0,5.8,0
05/27/1967,17:23:00,51.851,176.105,30.7,5.8,0
05/27/1967,19:05:48,36.034,77.714,20.0,5.9,0
05/29/1967,04:45:44,12.115,143.729,20.0,5.8,0
06/01/1967,03:36:19,53.567,-165.718,50.0,5.8,6080
06/01/1967,20:47:45,-6.794,154.934,15.0,5.6,92966
06/03/1967,09:08:57,58.207,-151.453,27.8,5.6,6538
06/10/1967,05:26:44,-41.394,-73.809,31.9,5.7,438737
06/12/1967,05:21:09,-44.881,35.508,10.0,5.8,0
06/12/1967,23:22:46,47.649,154.23,40.0,6.0,0
06/14/1967,03:14:18,-15.052,-73.315,97.0,5.7,14801
06/14/1967,05:06:21,-15.406,-173.343,29.6,6.2,759
06/14/1967,08:13:01,47.449,154.503,35.0,5.6,0
06/17/1967,05:00:15,-58.375,-26.956,163.4,6.0,0
06/19/1967,17:07:46,52.539,-166.912,27.1,6.1,0
06/20/1967,07:38:49,52.638,-167.155,27.6,5.9,0
06/21/1967,06:49:54,-2.336,-77.519,15.0,5.7,22330
06/21/1967,18:13:04,64.65,-147.798,10.0,5.7,791007
06/21/1967,20:09:32,-25.076,-70.394,35.0,6.2,11911
06/23/1967,05:05:06,-5.859,130.325,90.0,5.8,0
06/23/1967,21:30:12,-19.142,167.74,16.4,5.6,0
06/24/1967,21:00:26,12.531,141.665,20.0,5.7,0
06/25/1967,23:18:04,12.488,141.655,20.0,5.8,0
06/28/1967,00:14:37,-9.543,157.752,25.0,5.6,0
06/28/1967,14:34:06,-47.085,165.844,30.0,5.7,0
06/29/1967,16:36:20,-7.249,128.596,150.0,5.5,0
07/01/1967,23:10:08,54.358,-158.087,27.5,6.5,0
07/02/1967,07:03:53,8.823,93.637,15.0,6.1,0
07/04/1967,23:42:14,43.136,142.67,158.1,5.7,1707907
07/06/1967,13:42:26,52.557,-168.19,27.3,6.1,0
07/07/1967,13:28:41,8.571,125.941,200.0,5.7,4770524
07/10/1967,19:18:11,4.894,126.855,75.0,5.7,0
07/12/1967,21:00:23,5.479,-82.732,20.0,6.1,0
07/16/1967,13:34:33,-0.869,132.73,30.0,6.2,7406
07/20/1967,15:36:24,7.557,134.69,20.0,6.4,1997
07/22/1967,03:58:01,-33.451,-178.828,20.0,6.1,0
07/22/1967,16:57:00,40.751,30.8,30.0,7.4,6157950
07/26/1967,18:53:02,39.568,40.445,20.0,6.2,2134486
07/29/1967,10:24:25,6.747,-73.032,161.2,6.8,4536941
07/30/1967,00:00:04,10.559,-67.33,25.0,6.6,9766143
07/30/1967,01:31:03,40.764,30.609,15.0,5.7,6291564
08/01/1967,01:13:42,-13.02,-76.731,50.0,5.7,1981532
08/09/1967,08:20:06,-6.484,130.544,105.0,5.9,0
08/10/1967,11:21:23,45.342,150.317,35.0,5.6,0
08/12/1967,09:39:46,-24.719,-177.33,143.6,6.7,0
08/12/1967,12:30:58,-14.89,166.756,20.0,5.7,13732
08/13/1967,20:06:52,35.388,135.43,364.3,6.3,25258395
08/13/1967,22:07:48,43.094,-0.731,10.0,5.7,2110284
08/13/1967,22:15:11,-4.41,152.439,20.0,6.3,107855
08/15/1967,09:21:03,31.079,93.639,20.0,5.7,73200
08/16/1967,19:19:04,0.873,98.876,75.1,5.7,274289
08/18/1967,03:35:42,27.693,127.685,110.0,5.6,9563
08/19/1967,15:28:07,10.295,125.881,35.0,6.0,2463965
08/19/1967,15:41:54,-12.481,166.652,85.0,5.7,210
08/20/1967,15:03:36,-25.265,-69.044,103.2,5.8,56
08/21/1967,07:33:03,3.697,95.669,39.1,6.6,35000
08/22/1967,13:02:05,-60.761,-24.301,10.0,6.6,0
08/22/1967,13:17:02,-60.898,-23.378,10.0,5.7,0
08/24/1967,03:21:19,43.565,147.578,65.9,5.6,3800
08/24/1967,10:32:55,-14.94,166.902,25.0,5.8,13732
08/26/1967,00:36:42,12.173,140.765,20.0,6.2,0
08/26/1967,02:07:10,12.273,140.896,20.0,5.6,0
08/30/1967,04:22:04,31.633,100.262,10.0,6.4,120384
08/30/1967,11:08:49,31.587,100.255,10.0,5.8,110884
08/30/1967,13:33:28,45.444,151.353,35.0,6.0,0
09/01/1967,03:31:11,-5.615,147.201,185.0,5.7,8367
09/03/1967,21:07:29,-10.656,-79.674,15.0,7.0,0
09/04/1967,03:52:00,-31.278,-179.422,236.1,6.5,0
09/06/1967,07:30:12,14.596,93.48,32.9,5.7,0
09/07/1967,07:12:37,2.626,124.226,275.0,5.9,0
09/08/1967,22:37:39,12.27,140.953,15.0,6.1,0
09/09/1967,10:06:45,-27.623,-63.23,580.4,6.7,85410
09/09/1967,16:52:02,-54.55,-136.196,10.0,6.3,0
09/13/1967,18:41:16,52.741,172.489,25.0,5.6,0
09/15/1967,00:28:39,35.607,140.738,45.0,5.8,37652519
09/15/1967,10:32:44,27.338,91.91,13.7,5.8,43495
09/16/1967,08:31:58,51.721,-176.222,55.0,5.6,171
09/18/1967,15:33:07,-5.985,146.6,35.0,5.8,266427
09/19/1967,10:56:10,43.065,145.297,80.0,6.1,287945
09/19/1967,12:45:33,-57.799,-23.802,10.0,6.3,0
09/20/1967,09:39:16,-49.736,164.009,20.0,7.0,0
09/20/1967,10:30:54,-49.588,163.812,20.0,5.7,0
09/20/1967,10:37:18,-20.729,169.932,100.0,6.2,0
09/22/1967,10:18:00,44.626,149.487,40.6,6.2,0
09/26/1967,11:11:25,-33.463,-70.532,83.1,5.9,14225287
09/26/1967,16:11:24,-30.086,-71.446,50.0,6.2,1316136
09/28/1967,04:56:54,-6.52,153.465,15.0,6.2,0
09/28/1967,15:44:56,59.335,-147.157,20.0,5.9,0
09/30/1967,07:57:22,28.984,129.95,30.0,5.7,56694
10/03/1967,18:16:07,10.878,-85.964,30.0,6.2,309938
10/04/1967,17:21:19,-5.631,153.959,25.0,6.8,107156
10/07/1967,08:28:02,49.107,156.309,32.4,5.6,0
10/08/1967,16:59:36,-9.445,148.843,20.0,5.7,15511
10/08/1967,18:08:15,-5.623,154.057,35.0,5.9,107156
10/09/1967,17:21:49,-21.182,-179.186,636.8,7.2,0
10/11/1967,15:52:15,30.449,142.687,10.0,5.6,0
10/12/1967,06:35:08,-21.025,-179.146,642.9,5.6,0
10/12/1967,12:53:46,52.13,152.592,461.8,5.8,0
10/12/1967,18:31:43,-7.131,129.828,88.2,6.0,0
10/15/1967,08:00:52,11.925,-85.872,160.4,7.1,7903170
10/16/1967,16:58:03,1.715,127.493,125.0,5.7,34100
10/17/1967,21:05:24,17.241,121.886,35.0,5.7,6872522
10/18/1967,01:11:44,79.765,2.851,15.0,6.0,0
10/18/1967,22:06:26,-33.799,-179.34,35.0,5.7,0
10/25/1967,00:59:25,24.401,122.218,71.1,6.8,6999565
10/26/1967,00:22:24,24.416,122.275,75.0,5.7,5586331
11/01/1967,18:56:55,-4.624,135.649,15.0,5.7,14522
11/04/1967,10:17:14,-17.727,-178.856,550.0,5.6,0
11/04/1967,13:26:47,37.317,141.846,35.0,6.0,447310
11/04/1967,14:30:39,43.523,144.316,30.0,6.7,559915
11/04/1967,14:46:03,43.502,144.261,30.0,5.6,589620
11/04/1967,16:26:49,-2.704,-77.631,93.7,6.1,22430
11/07/1967,03:49:20,-15.043,-172.636,46.7,5.6,0
11/08/1967,03:10:54,16.853,-85.789,20.0,5.6,5000
11/08/1967,06:07:22,-5.233,133.932,30.0,5.6,0
11/08/1967,17:09:29,51.094,178.524,30.0,5.8,0
11/09/1967,02:18:48,-7.163,123.752,584.2,6.2,0
11/11/1967,12:14:57,-6.157,71.342,22.4,5.9,3500
11/12/1967,10:36:51,-17.279,-171.847,15.0,6.4,0
11/14/1967,05:28:39,-5.46,147.112,210.0,5.9,0
11/15/1967,21:31:56,-28.865,-71.369,34.8,6.3,72763
11/17/1967,04:58:57,28.381,-43.765,15.0,5.7,0
11/19/1967,12:07:00,36.44,141.272,35.0,5.8,2094580
11/19/1967,17:29:20,-22.642,171.04,20.0,6.4,0
11/21/1967,17:02:25,72.763,8.011,15.0,5.7,0
11/22/1967,15:19:26,-22.687,170.92,20.0,5.9,0
11/23/1967,08:35:54,14.432,52.099,11.9,6.5,0
11/23/1967,13:42:04,80.161,-0.794,15.0,6.5,0
11/26/1967,00:08:12,28.583,130.138,35.0,5.7,66702
11/26/1967,02:54:05,-8.046,112.981,145.0,5.7,4933873
11/27/1967,05:13:14,-31.128,-71.396,60.5,5.6,17567905
11/28/1967,02:36:56,32.165,130.844,130.1,5.6,5075332
11/30/1967,07:23:52,41.386,20.532,20.0,6.7,6609707
12/01/1967,13:57:04,49.439,154.435,143.0,6.3,0
12/07/1967,09:49:37,-14.591,167.312,140.0,5.6,1376
12/09/1967,10:50:45,-10.862,164.226,10.0,5.8,0
12/10/1967,12:06:55,40.478,-124.656,20.0,5.6,79010
12/10/1967,22:51:23,17.412,73.885,15.0,6.6,1938544
12/13/1967,10:38:26,47.594,152.727,140.0,5.8,0
12/13/1967,19:07:14,-19.164,168.656,40.0,5.7,1030
12/16/1967,20:54:03,51.22,157.619,50.0,6.0,2183
12/18/1967,14:04:22,12.062,143.799,20.0,5.7,0
12/21/1967,02:25:26,-21.865,-69.939,45.0,7.3,30857
12/23/1967,13:23:15,-5.206,151.831,45.0,5.9,72676
12/24/1967,20:03:12,17.351,-61.232,15.0,6.4,103138
12/24/1967,21:32:33,17.543,-61.31,15.0,6.2,103138
12/25/1967,01:23:32,-5.208,153.742,35.0,7.2,0
12/25/1967,10:41:32,-21.58,-70.299,46.4,6.3,26696
12/27/1967,09:17:54,-21.362,-68.311,114.7,6.7,11053
12/27/1967,16:22:47,-22.548,-174.673,15.0,6.5,0
12/31/1967,15:05:33,-7.103,154.844,10.0,5.7,0
01/02/1968,00:21:12,-5.175,153.421,60.0,5.9,0
01/04/1968,00:57:44,52.226,-171.468,26.0,6.1,0
01/04/1968,10:27:39,-9.779,148.835,15.0,5.8,0
01/06/1968,23:27:23,-27.845,-70.873,30.0,6.4,519903
01/07/1968,09:56:41,-5.042,153.961,116.6,5.7,105467
01/07/1968,11:12:31,33.623,141.938,15.0,6.0,0
01/13/1968,07:03:45,23.965,122.161,35.0,6.1,681502
01/13/1968,16:07:04,-24.28,-67.006,179.2,5.7,7479
01/14/1968,12:25:11,-7.552,127.871,116.0,6.0,0
01/14/1968,12:40:46,52.619,-171.445,10.0,5.6,0
01/14/1968,17:43:08,52.53,-171.418,10.0,6.2,0
01/15/1968,02:01:06,37.702,13.033,10.0,6.4,7089126
01/19/1968,06:04:39,-9.213,158.542,27.5,6.7,0
01/19/1968,14:39:39,-42.559,-75.278,17.5,5.7,654
01/20/1968,16:41:30,-16.097,178.131,20.0,5.7,0
01/20/1968,21:21:33,-30.116,-179.547,356.6,6.1,0
01/21/1968,16:42:30,-1.352,-14.249,21.2,6.5,0
01/26/1968,04:45:44,-8.875,120.265,30.6,6.8,386166
01/29/1968,05:00:10,36.448,70.451,212.0,5.6,1046600
01/29/1968,10:19:07,43.566,146.741,36.9,7.4,35946
01/29/1968,16:42:51,43.343,147.259,33.0,6.1,3800
01/30/1968,01:48:28,43.246,147.701,15.0,5.9,2285
01/30/1968,03:44:25,-6.066,113.373,596.0,6.3,0
02/01/1968,12:47:25,43.203,146.986,36.0,5.6,3800
02/03/1968,03:26:17,46.606,152.761,35.0,5.7,0
02/03/1968,05:36:18,16.578,-99.533,25.0,5.8,745592
02/04/1968,11:00:50,43.05,147.283,23.5,6.6,3800
02/06/1968,04:37:19,-0.135,124.145,100.0,5.6,127202
02/06/1968,11:19:27,-28.59,-70.999,45.0,5.6,72271
