Date	Time	Latitude	Longitude	Depth	Magnitude	population_impacted	Magnitude_log	Depth_log	population_impacted_log	Depth_inverse	Depth_inverse_log	cluster_kmeans	cluster_dbscan	dangerosite_kmeans	dangerosite_dbscan
06/05/1965	03:49:03	-1.649	126.552	20.0	5.6	0	1.8870696490323797	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
06/11/1965	02:37:35	51.884	174.015	20.0	5.6	0	1.8870696490323797	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
06/11/1965	03:33:47	44.608	149.022	40.7	7.0	0	2.0794415416798357	3.7305011288047556	0.0	0.023980815347721823	0.023697791429823107	0	0	faible	faible
06/11/1965	03:34:04	44.578	148.699	58.0	7.2	6378	2.1041341542702074	4.07753744390572	8.760766624241956	0.01694915254237288	0.016807118316381233	2	7	elevee	
06/11/1965	07:11:04	44.133	149.255	31.6	5.5	0	1.8718021769015913	3.484312288372662	0.0	0.03067484662576687	0.030213778596496592	0	0	faible	faible
06/11/1965	07:27:44	44.112	149.539	35.0	5.6	0	1.8870696490323797	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
06/11/1965	08:41:01	44.299	149.032	32.6	5.7	0	1.9021075263969205	3.5145260669691587	0.0	0.02976190476190476	0.02932761509452002	0	0	faible	faible
06/12/1965	05:28:40	44.167	149.87	35.0	5.6	0	1.8870696490323797	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
06/12/1965	05:40:58	43.775	149.448	38.0	5.7	0	1.9021075263969205	3.6635616461296463	0.0	0.02564102564102564	0.025317807984289873	0	0	faible	faible
06/12/1965	06:03:33	43.804	149.351	35.0	5.7	0	1.9021075263969205	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
06/12/1965	18:45:44	43.885	149.339	35.0	5.5	0	1.8718021769015913	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
06/12/1965	18:50:12	-20.38	-68.944	102.2	5.9	314322	1.9315214116032138	4.636668853047462	12.65817639860013	0.009689922480620155	0.009643276271804184	1	1	moderee	elevee
06/13/1965	07:06:15	41.705	143.727	38.1	6.1	50687	1.9600947840472698	3.66612246699132	10.833444475174097	0.02557544757033248	0.025253867321203414	2	1	elevee	elevee
06/13/1965	20:01:51	37.718	29.378	25.0	5.9	2718470	1.9315214116032138	3.258096538021482	14.815580147863614	0.038461538461538464	0.03774032798284703	1	1	moderee	elevee
06/14/1965	07:30:42	-39.902	45.55	10.0	5.6	0	1.8870696490323797	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
06/15/1965	09:20:34	-38.08	177.442	95.0	5.9	128196	1.9315214116032138	4.564348191467836	11.761323422258863	0.010416666666666666	0.010362787035546583	2	1	elevee	elevee
06/15/1965	23:10:29	-21.025	173.574	25.0	6.2	0	1.9740810260220096	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
06/17/1965	20:14:51	32.052	87.784	10.0	5.9	3900	1.9315214116032138	2.3978952727983707	8.268988209506656	0.09090909090909091	0.08701137698962977	2	1	elevee	elevee
06/20/1965	01:57:26	44.505	149.218	45.0	5.6	0	1.8870696490323797	3.828641396489095	0.0	0.021739130434782608	0.021506205220963585	0	0	faible	faible
06/20/1965	18:04:34	42.973	-126.652	10.0	5.5	0	1.8718021769015913	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
06/21/1965	00:21:17	28.134	55.891	25.0	5.9	211431	1.9315214116032138	3.258096538021482	12.26165871276972	0.038461538461538464	0.03774032798284703	1	1	moderee	elevee
06/22/1965	23:48:07	7.175	123.613	40.0	6.3	6490638	1.9878743481543455	3.713572066704308	15.685871543001438	0.024390243902439025	0.024097551579060503	1	1	moderee	elevee
06/23/1965	11:09:17	56.543	-152.948	20.0	6.5	289	2.0149030205422647	3.044522437723423	5.66988092298052	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee
06/24/1965	07:45:13	7.034	126.25	30.0	5.8	10119897	1.916922612182061	3.4339872044851463	16.130014142721418	0.03225806451612903	0.0317486983145803	1	1	moderee	elevee
06/27/1965	09:45:45	-54.437	4.965	10.0	5.7	0	1.9021075263969205	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
06/27/1965	11:08:59	60.281	-141.418	15.0	6.5	0	2.0149030205422647	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
06/27/1965	11:36:14	23.764	121.56	40.0	5.9	25371346	1.9315214116032138	3.713572066704308	17.04913102437177	0.024390243902439025	0.024097551579060503	1	1	moderee	elevee
06/28/1965	03:33:35	-5.01	153.06	25.0	6.0	0	1.9459101490553132	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
06/30/1965	02:53:16	-1.734	126.53	30.0	5.8	0	1.916922612182061	3.4339872044851463	0.0	0.03225806451612903	0.0317486983145803	0	0	faible	faible
06/30/1965	08:33:33	51.813	176.53	44.6	5.7	0	1.9021075263969205	3.8199077165203406	0.0	0.021929824561403508	0.021692824611259792	0	0	faible	faible
07/01/1965	23:12:42	-63.159	-163.707	10.0	6.1	0	1.9600947840472698	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
07/02/1965	20:58:40	52.99	-167.739	45.0	7.8	0	2.174751721484161	3.828641396489095	0.0	0.021739130434782608	0.021506205220963585	0	0	faible	faible
07/03/1965	11:26:13	22.338	101.496	35.0	5.9	4811708	1.9315214116032138	3.58351893845611	15.38656288043263	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
07/06/1965	03:04:21	-22.567	172.939	35.0	5.8	0	1.916922612182061	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
07/06/1965	03:18:45	38.384	22.545	20.0	6.3	12540010	1.9878743481543455	3.044522437723423	16.344434970361647	0.047619047619047616	0.04652001563489285	1	1	moderee	elevee
07/06/1965	04:08:49	46.591	152.467	45.0	5.6	0	1.8870696490323797	3.828641396489095	0.0	0.021739130434782608	0.021506205220963585	0	0	faible	faible
07/06/1965	18:36:46	-4.408	155.062	490.0	6.3	0	1.9878743481543455	6.19644412779452	0.0	0.002036659877800407	0.002034588697787535	0	0	faible	faible
07/07/1965	23:00:00	-6.819	105.505	35.0	5.7	0	1.9021075263969205	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
07/12/1965	13:57:15	-28.428	-68.25	112.4	5.7	35615	1.9021075263969205	4.730921391293652	10.480550254075272	0.008818342151675485	0.008779687652045828	2	1	elevee	elevee
07/15/1965	18:33:30	7.74	123.811	570.0	6.0	10630797	1.9459101490553132	6.3473892096560105	16.179265818055512	0.0017513134851138354	0.0017497817237876823	1	1	moderee	elevee
07/17/1965	07:20:34	-9.72	159.888	25.0	5.9	55722	1.9315214116032138	3.258096538021482	10.928148267076118	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
07/20/1965	13:18:28	7.56	124.247	24.6	5.7	14022035	1.9021075263969205	3.242592351485517	16.45614065013985	0.0390625	0.0383188643021366	1	1	moderee	elevee
07/21/1965	17:52:33	53.318	170.365	28.8	5.5	0	1.8718021769015913	3.3945083935113587	0.0	0.03355704697986577	0.03300629646817002	0	0	faible	faible
07/25/1965	03:40:43	1.813	99.276	105.0	5.5	390680	1.8718021769015913	4.663439094112067	12.87564664919774	0.009433962264150943	0.00938974034983903	1	1	moderee	elevee
07/25/1965	13:33:04	41.278	146.682	15.0	5.6	0	1.8870696490323797	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
07/25/1965	21:46:45	51.472	175.894	20.1	5.7	0	1.9021075263969205	3.0492730404820207	0.0	0.04739336492890995	0.04630456804168632	0	0	faible	faible
07/28/1965	22:29:09	-2.335	101.767	140.0	5.6	84624	1.8870696490323797	4.948759890378168	11.345985010214577	0.0070921985815602835	0.0070671672230924526	2	1	elevee	elevee
07/29/1965	08:29:24	51.05	-171.289	21.4	6.8	0	2.0541237336955462	3.109060958860994	0.0	0.044642857142857144	0.04367506350266158	0	0	faible	faible
07/29/1965	12:20:21	50.799	-171.607	15.0	5.7	0	1.9021075263969205	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
07/29/1965	15:08:37	51.076	-171.466	20.0	5.6	0	1.8870696490323797	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
07/30/1965	07:20:10	6.789	-72.907	160.0	5.6	4340448	1.8870696490323797	5.081404364984463	15.28348835694656	0.006211180124223602	0.006191970247921078	1	1	moderee	elevee
08/01/1965	23:44:29	-32.441	-178.803	45.0	5.9	0	1.9315214116032138	3.828641396489095	0.0	0.021739130434782608	0.021506205220963585	0	0	faible	faible
08/02/1965	13:19:57	-56.046	157.922	10.0	7.3	0	2.1162555148025524	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
08/03/1965	02:01:53	-7.526	-81.179	26.3	5.7	0	1.9021075263969205	3.306886702190914	0.0	0.03663003663003663	0.0359751024582779	0	0	faible	faible
08/05/1965	00:07:52	-5.213	151.701	60.0	6.5	62309	2.0149030205422647	4.110873864173311	11.039877205538268	0.01639344262295082	0.016260520871780308	2	1	elevee	elevee
08/11/1965	03:40:58	-15.449	166.98	25.0	7.2	15480	2.1041341542702074	3.258096538021482	9.647368744540465	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
08/11/1965	07:18:47	-15.67	167.216	30.0	5.8	15580	1.916922612182061	3.4339872044851463	9.653807502217354	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/11/1965	19:52:32	-15.685	167.097	30.0	6.9	15580	2.066862759472976	3.4339872044851463	9.653807502217354	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/11/1965	20:13:58	-15.741	167.26	30.0	6.0	15680	1.9459101490553132	3.4339872044851463	9.660205067381032	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/11/1965	22:31:51	-15.861	167.092	30.0	7.6	15530	2.151762203259462	3.4339872044851463	9.65059330557001	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/12/1965	08:01:46	-15.817	167.399	30.0	6.9	15660	2.066862759472976	3.4339872044851463	9.658928824466434	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/12/1965	12:57:15	-5.36	152.116	51.0	6.8	42644	2.0541237336955462	3.9512437185814275	10.66066531275321	0.019230769230769232	0.01904819497069448	2	1	elevee	elevee
08/12/1965	18:04:56	-15.931	167.392	35.0	5.9	15329	1.9315214116032138	3.58351893845611	9.63756697186586	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee
08/13/1965	04:40:57	-15.97	167.439	30.0	5.8	230743	1.916922612182061	3.4339872044851463	12.349064149860189	0.03225806451612903	0.0317486983145803	1	1	moderee	elevee
08/13/1965	11:24:53	-15.995	166.96	25.0	6.1	15332	1.9600947840472698	3.258096538021482	9.63776264743639	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
08/13/1965	12:40:10	-15.871	166.96	25.0	7.4	15510	2.128231705849268	3.258096538021482	9.64930472862475	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
08/13/1965	12:40:32	-16.198	167.607	35.0	7.2	231006	2.1041341542702074	3.58351893845611	12.350203292075106	0.027777777777777776	0.02739897418811444	1	8	moderee	
08/13/1965	17:56:30	-16.801	167.602	35.0	6.2	216952	1.9740810260220096	3.58351893845611	12.287436019201873	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
08/13/1965	21:57:38	-6.38	148.543	30.0	6.0	44419	1.9459101490553132	3.4339872044851463	10.701445097448419	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/14/1965	11:07:47	-15.819	166.794	20.0	6.0	15530	1.9459101490553132	3.044522437723423	9.65059330557001	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee
08/14/1965	13:18:06	-11.385	166.332	35.0	5.7	2978	1.9021075263969205	3.58351893845611	7.999342952713282	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee
08/16/1965	12:36:22	-0.53	-19.951	15.0	6.2	0	1.9740810260220096	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
08/17/1965	10:35:10	4.872	95.836	65.0	6.1	261118	1.9600947840472698	4.189654742026425	12.472731521093683	0.015151515151515152	0.015037877364540516	1	1	moderee	elevee
08/17/1965	16:17:45	-15.185	166.67	30.0	5.8	13732	1.916922612182061	3.4339872044851463	9.527556974530281	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee
08/18/1965	14:51:34	-15.945	166.999	25.0	6.2	15430	1.9740810260220096	3.258096538021482	9.644133752071205	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
08/20/1965	05:54:51	-5.714	128.493	330.0	6.7	0	2.0412203288596382	5.802118375377063	0.0	0.0030211480362537764	0.0030165935394256414	0	0	faible	faible
08/20/1965	09:42:50	-18.954	-68.82	124.0	6.7	30473	2.0412203288596382	4.8283137373023015	10.3246291400293	0.008	0.007968169649176874	2	1	elevee	elevee
08/20/1965	21:21:52	-22.887	-176.194	75.0	6.1	0	1.9600947840472698	4.330733340286331	0.0	0.013157894736842105	0.01307208156735277	0	0	faible	faible
08/21/1965	15:04:20	-5.921	103.993	45.0	5.6	38622	1.8870696490323797	3.828641396489095	10.561603232924144	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee
08/23/1965	14:08:58	40.459	26.206	15.0	6.0	808871	1.9459101490553132	2.772588722239781	13.603395963497798	0.0625	0.06062462181643484	1	1	moderee	elevee
08/23/1965	19:46:04	16.081	-95.867	25.0	7.4	370152	2.128231705849268	3.258096538021482	12.82167171266077	0.038461538461538464	0.03774032798284703	1	8	moderee	
08/24/1965	01:01:00	15.837	-96.235	25.0	5.8	133773	1.916922612182061	3.258096538021482	11.803907087913293	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
08/27/1965	18:22:03	44.453	149.06	30.0	5.7	0	1.9021075263969205	3.4339872044851463	0.0	0.03225806451612903	0.0317486983145803	0	0	faible	faible
08/30/1965	03:32:08	-16.931	167.454	30.0	5.8	216150	1.916922612182061	3.4339872044851463	12.283732516501916	0.03225806451612903	0.0317486983145803	1	1	moderee	elevee
08/30/1965	18:09:44	-6.428	104.667	55.0	5.7	0	1.9021075263969205	4.02535169073515	0.0	0.017857142857142856	0.017699577099400916	0	0	faible	faible
09/01/1965	04:47:33	-34.596	179.922	100.0	5.8	0	1.916922612182061	4.61512051684126	0.0	0.009900990099009901	0.00985229644301163	0	0	faible	faible
09/02/1965	04:26:39	51.867	175.451	31.0	5.5	0	1.8718021769015913	3.4657359027997265	0.0	0.03125	0.030771658666753687	0	0	faible	faible
09/04/1965	10:19:51	46.515	153.387	15.0	5.9	0	1.9315214116032138	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
09/04/1965	14:32:51	58.09	-152.525	27.8	7.0	6538	2.0794415416798357	3.3603753871419	8.785539527561276	0.034722222222222224	0.03413300636945852	2	7	elevee	
09/08/1965	03:26:22	57.513	-152.263	25.0	5.7	6754	1.9021075263969205	3.258096538021482	8.818038250394299	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee
09/09/1965	10:02:26	6.47	-84.408	15.0	6.2	0	1.9740810260220096	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
09/11/1965	06:53:01	-5.349	152.955	44.6	6.2	0	1.9740810260220096	3.8199077165203406	0.0	0.021929824561403508	0.021692824611259792	0	0	faible	faible
09/12/1965	08:40:10	-6.209	151.651	15.0	6.1	38966	1.9600947840472698	2.772588722239781	10.570470413075393	0.0625	0.06062462181643484	2	1	elevee	elevee
09/12/1965	22:02:35	-6.416	70.726	25.0	6.3	0	1.9878743481543455	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
09/13/1965	13:07:51	55.338	165.731	18.9	5.9	615	1.9315214116032138	2.990719731730447	6.423246963533519	0.05025125628140704	0.04902942724031861	2	1	elevee	elevee
09/13/1965	16:15:45	-36.448	-97.6	15.0	6.1	0	1.9600947840472698	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
09/14/1965	08:27:18	8.382	126.895	35.0	5.8	1308291	1.916922612182061	3.58351893845611	14.084233027674799	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
09/16/1965	13:50:12	7.156	126.522	160.0	6.0	4564341	1.9459101490553132	5.081404364984463	15.333784921424858	0.006211180124223602	0.006191970247921078	1	1	moderee	elevee
09/17/1965	11:13:57	-1.443	-77.476	185.9	6.5	38224	2.0149030205422647	5.230573714461517	10.551245030797263	0.005350454788657036	0.00533619195790248	2	1	elevee	elevee
09/17/1965	14:22:38	36.269	141.533	35.0	5.8	1228179	1.916922612182061	3.58351893845611	14.021043956752015	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
09/17/1965	15:18:36	36.245	141.53	35.0	5.9	1291924	1.9315214116032138	3.58351893845611	14.071643912104141	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
09/17/1965	16:21:20	36.27	141.361	35.0	6.8	2043665	2.0541237336955462	3.58351893845611	14.530255811865603	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
09/18/1965	22:03:12	8.188	126.874	25.0	6.0	805873	1.9459101490553132	3.258096538021482	13.599682681724918	0.038461538461538464	0.03774032798284703	1	1	moderee	elevee
09/21/1965	01:38:31	28.952	128.227	197.6	6.7	0	2.0412203288596382	5.291292751611072	0.0	0.005035246727089627	0.005022612266291382	0	0	faible	faible
09/22/1965	04:24:50	20.682	99.326	35.0	5.9	108334	1.9315214116032138	3.58351893845611	11.592983557140807	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee
09/22/1965	20:01:50	-5.391	151.631	55.0	5.9	62309	1.9315214116032138	4.02535169073515	11.039877205538268	0.017857142857142856	0.017699577099400916	2	1	elevee	elevee
09/22/1965	22:08:01	36.395	141.46	35.0	6.3	1635763	1.9878743481543455	3.58351893845611	14.30762053146045	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
09/24/1965	23:53:43	13.092	145.167	45.0	5.6	231370	1.8870696490323797	3.828641396489095	12.351777761773903	0.021739130434782608	0.021506205220963585	1	1	moderee	elevee
09/25/1965	14:53:34	39.626	143.357	27.5	5.7	0	1.9021075263969205	3.349904087274605	0.0	0.03508771929824561	0.0344861760711693	0	0	faible	faible
09/26/1965	21:33:52	-54.757	-38.244	10.0	5.8	4	1.916922612182061	2.3978952727983707	1.6094379124341003	0.09090909090909091	0.08701137698962977	0	-1	faible	anomalie
09/27/1965	05:09:13	51.752	175.5	35.0	5.6	0	1.8870696490323797	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
09/28/1965	05:06:40	-28.278	-177.999	25.0	6.5	0	2.0149030205422647	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
09/30/1965	23:47:42	59.28	-144.06	20.0	6.1	0	1.9600947840472698	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
10/01/1965	08:52:06	49.937	178.166	19.7	6.8	0	2.0541237336955462	3.0301337002713233	0.0	0.04830917874396135	0.04717856027509048	0	0	faible	faible
10/01/1965	13:22:29	-19.921	174.48	545.5	6.2	0	1.9740810260220096	6.3035343076165935	0.0	0.0018298261665141812	0.0018281540740626345	0	0	faible	faible
10/01/1965	22:34:23	-60.468	-24.551	10.0	6.0	0	1.9459101490553132	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
10/03/1965	14:45:31	49.426	156.417	50.0	5.9	0	1.9315214116032138	3.9318256327243257	0.0	0.0196078431372549	0.019418085857101582	0	0	faible	faible
10/03/1965	16:14:57	-42.969	-75.225	22.2	5.9	768	1.9315214116032138	3.144152278672264	6.645090969505644	0.04310344827586207	0.04220035449037644	2	1	elevee	elevee
10/07/1965	03:36:02	12.347	114.485	20.0	5.9	0	1.9315214116032138	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
10/10/1965	17:25:41	-59.225	-25.091	20.0	5.8	0	1.916922612182061	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
10/12/1965	13:41:01	56.19	-153.615	25.0	5.6	73	1.8870696490323797	3.258096538021482	4.304065093204169	0.038461538461538464	0.03774032798284703	0	5	faible	
10/16/1965	08:22:55	3.113	128.558	192.4	5.7	1938	1.9021075263969205	5.264760583019194	7.569927655242652	0.005170630816959669	0.00515730900714475	2	1	elevee	elevee
10/17/1965	01:53:35	-7.981	156.287	15.0	5.7	0	1.9021075263969205	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
10/18/1965	21:50:07	-1.28	127.725	25.0	6.3	0	1.9878743481543455	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
10/19/1965	20:48:49	52.366	174.254	35.0	6.1	0	1.9600947840472698	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
10/23/1965	06:00:54	53.901	-165.403	45.0	5.6	6080	1.8870696490323797	3.828641396489095	8.71292443512011	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee
10/24/1965	14:32:11	4.203	125.787	145.1	5.9	0	1.9315214116032138	4.984291318756654	0.0	0.006844626967830254	0.006821308850738036	0	0	faible	faible
10/24/1965	18:15:10	49.646	156.116	60.0	5.6	0	1.8870696490323797	4.110873864173311	0.0	0.01639344262295082	0.016260520871780308	0	0	faible	faible
10/25/1965	22:34:24	44.12	145.389	170.0	6.7	144526	2.0412203288596382	5.14166355650266	11.881221620291184	0.005847953216374269	0.005830920310793199	1	1	moderee	elevee
10/28/1965	08:58:27	-1.257	127.735	25.0	5.6	0	1.8870696490323797	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
11/03/1965	01:39:04	-9.031	-71.139	593.8	6.7	17101	2.0412203288596382	6.388225214586	9.7469506947159	0.0016812373907195697	0.001679825693181901	2	1	elevee	elevee
11/03/1965	18:21:08	-22.457	-113.788	15.0	6.1	0	1.9600947840472698	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
11/05/1965	19:01:04	-3.144	143.789	15.0	5.9	104887	1.9315214116032138	2.772588722239781	11.560648393179237	0.0625	0.06062462181643484	2	1	elevee	elevee
11/06/1965	09:21:47	-22.126	-113.928	15.0	6.2	0	1.9740810260220096	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
11/12/1965	17:52:24	30.628	140.23	20.0	6.4	0	2.0014800002101243	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
11/13/1965	04:33:52	43.745	87.843	35.0	6.5	9776754	2.0149030205422647	3.58351893845611	16.095518187362334	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
11/13/1965	17:59:43	-29.414	-68.166	45.0	5.7	75370	1.9021075263969205	3.828641396489095	11.230177864627965	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee
11/14/1965	05:54:13	36.514	141.229	40.0	5.7	2097313	1.9021075263969205	3.713572066704308	14.556168036395036	0.024390243902439025	0.024097551579060503	1	1	moderee	elevee
11/15/1965	11:18:50	-0.224	-18.645	10.0	6.1	0	1.9600947840472698	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
11/16/1965	06:45:59	6.553	126.903	110.0	5.9	1082357	1.9315214116032138	4.709530201312334	13.894652552425118	0.009009009009009009	0.008968669982760406	1	1	moderee	elevee
11/16/1965	15:24:44	30.887	-41.479	10.0	6.0	0	1.9459101490553132	2.3978952727983707	0.0	0.09090909090909091	0.08701137698962977	0	0	faible	faible
11/16/1965	17:05:41	25.449	125.319	94.7	5.7	52931	1.9021075263969205	4.5612182984589085	10.87676334989294	0.01044932079414838	0.010395104000340064	2	1	elevee	elevee
11/18/1965	17:17:20	-7.058	129.347	160.0	5.6	0	1.8870696490323797	5.081404364984463	0.0	0.006211180124223602	0.006191970247921078	0	0	faible	faible
11/18/1965	20:00:21	-18.855	-177.721	430.0	6.5	0	2.0149030205422647	6.066108090103747	0.0	0.002320185614849188	0.002317498140362524	0	0	faible	faible
11/18/1965	21:58:19	53.909	160.579	45.0	6.0	0	1.9459101490553132	3.828641396489095	0.0	0.021739130434782608	0.021506205220963585	0	0	faible	faible
11/20/1965	15:05:42	-7.225	129.12	147.9	5.8	0	1.916922612182061	5.003274939689963	0.0	0.006715916722632639	0.006693465418588719	0	0	faible	faible
11/21/1965	10:31:55	-6.193	130.402	133.3	6.5	0	2.0149030205422647	4.900076103529192	0.0	0.007446016381236038	0.007418431647550464	0	0	faible	faible
11/22/1965	14:00:30	51.936	-176.092	55.0	5.7	171	1.9021075263969205	4.02535169073515	5.147494476813453	0.017857142857142856	0.017699577099400916	2	4	elevee	
11/22/1965	20:25:31	51.361	-179.716	25.0	5.9	0	1.9315214116032138	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
11/23/1965	01:17:30	2.983	124.831	20.0	6.2	0	1.9740810260220096	3.044522437723423	0.0	0.047619047619047616	0.04652001563489285	0	0	faible	faible
11/23/1965	02:17:50	51.42	-179.7	30.0	5.6	0	1.8870696490323797	3.4339872044851463	0.0	0.03225806451612903	0.0317486983145803	0	0	faible	faible
11/23/1965	16:31:06	-8.666	111.103	55.0	5.8	51812	1.916922612182061	4.02535169073515	10.855396362012028	0.017857142857142856	0.017699577099400916	2	1	elevee	elevee
11/27/1965	08:42:24	33.011	141.079	60.0	5.6	0	1.8870696490323797	4.110873864173311	0.0	0.01639344262295082	0.016260520871780308	0	0	faible	faible
11/27/1965	12:01:56	-9.611	159.797	70.0	5.8	55722	1.916922612182061	4.2626798770413155	10.928148267076118	0.014084507042253521	0.01398624197473989	2	1	elevee	elevee
11/28/1965	03:56:46	-45.847	-72.958	25.0	6.2	179899	1.9740810260220096	3.258096538021482	12.100156419938624	0.038461538461538464	0.03774032798284703	1	1	moderee	elevee
11/28/1965	05:26:06	36.096	27.318	77.4	5.9	171032	1.9315214116032138	4.361823927356363	12.049611799322218	0.012755102040816325	0.012674440896727873	1	1	moderee	elevee
11/28/1965	21:31:45	-4.841	103.103	60.0	5.8	133862	1.916922612182061	4.110873864173311	11.804572167878176	0.01639344262295082	0.016260520871780308	2	1	elevee	elevee
12/04/1965	02:11:50	51.101	-170.604	15.0	5.8	0	1.916922612182061	2.772588722239781	0.0	0.0625	0.06062462181643484	0	0	faible	faible
12/05/1965	18:14:52	52.612	173.14	35.0	5.6	0	1.8870696490323797	3.58351893845611	0.0	0.027777777777777776	0.02739897418811444	0	0	faible	faible
12/06/1965	11:34:55	18.919	-107.176	25.0	6.7	0	2.0412203288596382	3.258096538021482	0.0	0.038461538461538464	0.03774032798284703	0	0	faible	faible
12/07/1965	22:19:17	-6.458	146.298	122.5	6.3	266538	1.9878743481543455	4.816241156068032	12.493275853344583	0.008097165991902834	0.008064559836730418	1	1	moderee	elevee
12/08/1965	18:05:27	-37.199	177.558	175.0	6.0	27983	1.9459101490553132	5.170483995038151	10.239388197258384	0.005681818181818182	0.005665737535677361	2	1	elevee	elevee
12/09/1965	06:07:47	17.135	-100.126	35.0	6.4	1032296	2.0014800002101243	3.58351893845611	13.847296974317521	0.027777777777777776	0.02739897418811444	1	1	moderee	elevee
12/09/1965	13:12:56	-18.108	-178.062	645.0	6.2	0	1.9740810260220096	6.470799503782602	0.0	0.0015479876160990713	0.0015467907182987151	0	0	faible	faible
12/10/1965	21:53:19	-11.292	166.143	52.8	5.9	2978	1.9315214116032138	3.9852734671677386	7.999342952713282	0.01858736059479554	0.01841672678623112	2	1	elevee	elevee
