Date	Time	Latitude	Longitude	Depth	Magnitude	population_impacted	Magnitude_log	Depth_log	population_impacted_log	Depth_inverse	Depth_inverse_log	cluster_kmeans	cluster_dbscan	dangerosite_kmeans	dangerosite_dbscan	dangerosite_adjusted
07/28/1965	22:29:09	-2.335	101.767	140.0	5.6	84624	1.8870696490323797	4.948759890378168	11.345985010214577	0.0070921985815602835	0.0070671672230924526	2	1	elevee	elevee	elevee
08/11/1965	07:18:47	-15.67	167.216	30.0	5.8	15580	1.916922612182061	3.4339872044851463	9.653807502217354	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
08/12/1965	18:04:56	-15.931	167.392	35.0	5.9	15329	1.9315214116032138	3.58351893845611	9.63756697186586	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
08/14/1965	13:18:06	-11.385	166.332	35.0	5.7	2978	1.9021075263969205	3.58351893845611	7.999342952713282	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
08/17/1965	16:17:45	-15.185	166.67	30.0	5.8	13732	1.916922612182061	3.4339872044851463	9.527556974530281	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
08/21/1965	15:04:20	-5.921	103.993	45.0	5.6	38622	1.8870696490323797	3.828641396489095	10.561603232924144	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	elevee
08/24/1965	01:01:00	15.837	-96.235	25.0	5.8	133773	1.916922612182061	3.258096538021482	11.803907087913293	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	elevee
09/08/1965	03:26:22	57.513	-152.263	25.0	5.7	6754	1.9021075263969205	3.258096538021482	8.818038250394299	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	elevee
09/13/1965	13:07:51	55.338	165.731	18.9	5.9	615	1.9315214116032138	2.990719731730447	6.423246963533519	0.05025125628140704	0.04902942724031861	2	1	elevee	elevee	faible
09/22/1965	04:24:50	20.682	99.326	35.0	5.9	108334	1.9315214116032138	3.58351893845611	11.592983557140807	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
09/22/1965	20:01:50	-5.391	151.631	55.0	5.9	62309	1.9315214116032138	4.02535169073515	11.039877205538268	0.017857142857142856	0.017699577099400916	2	1	elevee	elevee	elevee
10/03/1965	16:14:57	-42.969	-75.225	22.2	5.9	768	1.9315214116032138	3.144152278672264	6.645090969505644	0.04310344827586207	0.04220035449037644	2	1	elevee	elevee	faible
10/16/1965	08:22:55	3.113	128.558	192.4	5.7	1938	1.9021075263969205	5.264760583019194	7.569927655242652	0.005170630816959669	0.00515730900714475	2	1	elevee	elevee	faible
10/23/1965	06:00:54	53.901	-165.403	45.0	5.6	6080	1.8870696490323797	3.828641396489095	8.71292443512011	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	elevee
11/03/1965	01:39:04	-9.031	-71.139	593.8	6.7	17101	2.0412203288596382	6.388225214586	9.7469506947159	0.0016812373907195697	0.001679825693181901	2	1	elevee	elevee	elevee
11/05/1965	19:01:04	-3.144	143.789	15.0	5.9	104887	1.9315214116032138	2.772588722239781	11.560648393179237	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
11/13/1965	17:59:43	-29.414	-68.166	45.0	5.7	75370	1.9021075263969205	3.828641396489095	11.230177864627965	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	elevee
11/16/1965	17:05:41	25.449	125.319	94.7	5.7	52931	1.9021075263969205	4.5612182984589085	10.87676334989294	0.01044932079414838	0.010395104000340064	2	1	elevee	elevee	elevee
11/22/1965	14:00:30	51.936	-176.092	55.0	5.7	171	1.9021075263969205	4.02535169073515	5.147494476813453	0.017857142857142856	0.017699577099400916	2	4	elevee		faible
11/23/1965	16:31:06	-8.666	111.103	55.0	5.8	51812	1.916922612182061	4.02535169073515	10.855396362012028	0.017857142857142856	0.017699577099400916	2	1	elevee	elevee	elevee
11/27/1965	12:01:56	-9.611	159.797	70.0	5.8	55722	1.916922612182061	4.2626798770413155	10.928148267076118	0.014084507042253521	0.01398624197473989	2	1	elevee	elevee	elevee
11/28/1965	21:31:45	-4.841	103.103	60.0	5.8	133862	1.916922612182061	4.110873864173311	11.804572167878176	0.01639344262295082	0.016260520871780308	2	1	elevee	elevee	elevee
12/10/1965	21:53:19	-11.292	166.143	52.8	5.9	2978	1.9315214116032138	3.9852734671677386	7.999342952713282	0.01858736059479554	0.01841672678623112	2	1	elevee	elevee	elevee
12/26/1965	03:53:12	-5.201	151.583	80.1	5.9	62309	1.9315214116032138	4.395682961121367	11.039877205538268	0.012330456226880395	0.0122550553370153	2	1	elevee	elevee	elevee
12/28/1965	20:32:27	27.863	141.992	45.0	5.8	3022	1.916922612182061	3.828641396489095	8.014004994779459	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	elevee
12/30/1965	02:06:35	54.21	-164.476	35.0	5.6	1646	1.8870696490323797	3.58351893845611	7.4067107301776405	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	faible
01/28/1966	22:38:14	51.514	157.119	115.6	5.6	2183	1.8870696490323797	4.758749273916392	7.688913336864796	0.008576329331046312	0.008539761548134543	2	1	elevee	elevee	elevee
02/05/1966	16:16:05	50.023	155.506	119.4	5.9	2507	1.9315214116032138	4.79081953287472	7.827240901752812	0.00830564784053156	0.008271345750677223	2	1	elevee	elevee	elevee
02/13/1966	06:36:01	-6.561	132.642	35.0	6.0	400	1.9459101490553132	3.58351893845611	5.993961427306569	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	faible
02/28/1966	02:02:13	43.691	139.738	217.6	5.6	8078	1.8870696490323797	5.387243575742438	8.997023381479709	0.004574565416285453	0.004564133892937381	2	1	elevee	elevee	elevee
02/28/1966	13:35:42	29.244	130.344	45.0	6.0	756	1.9459101490553132	3.828641396489095	6.6293632534374485	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	faible
02/28/1966	21:38:54	-25.983	-70.328	64.7	5.7	37244	1.9021075263969205	4.185098925490565	10.525272986610377	0.015220700152207	0.015106027431013205	2	1	elevee	elevee	elevee
03/04/1966	23:58:56	-38.747	178.061	30.0	5.9	82526	1.9315214116032138	3.4339872044851463	11.320880791508008	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
03/20/1966	09:04:25	-21.176	-174.429	25.0	5.6	105325	1.8870696490323797	3.258096538021482	11.564815581224172	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	elevee
03/24/1966	08:27:51	-13.626	166.829	30.0	5.9	1286	1.9315214116032138	3.4339872044851463	7.160069207596127	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	faible
04/04/1966	06:42:13	12.01	92.483	10.0	5.8	108500	1.916922612182061	2.3978952727983707	11.59451466851004	0.09090909090909091	0.08701137698962977	2	1	elevee	elevee	elevee
04/09/1966	14:49:25	-14.074	166.724	55.0	5.7	1286	1.9021075263969205	4.02535169073515	7.160069207596127	0.017857142857142856	0.017699577099400916	2	1	elevee	elevee	faible
04/16/1966	01:27:14	56.896	-153.601	15.0	6.2	323	1.9740810260220096	2.772588722239781	5.780743515792329	0.0625	0.06062462181643484	2	1	elevee	elevee	faible
04/22/1966	23:27:21	57.271	-152.483	20.9	5.8	6788	1.916922612182061	3.086486636822455	8.823058934301647	0.04566210045662101	0.04465027373773883	2	1	elevee	elevee	elevee
05/14/1966	17:03:54	34.023	138.983	10.0	5.7	81207	1.9021075263969205	2.3978952727983707	11.304769043464267	0.09090909090909091	0.08701137698962977	2	1	elevee	elevee	elevee
05/20/1966	18:02:38	19.374	122.147	60.0	5.5	27457	1.8718021769015913	4.110873864173311	10.22041284345755	0.01639344262295082	0.016260520871780308	2	1	elevee	elevee	elevee
06/06/1966	01:45:43	-14.929	167.839	15.0	5.6	14122	1.8870696490323797	2.772588722239781	9.555559953069064	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
06/09/1966	15:39:27	44.238	147.766	93.2	5.7	7120	1.9021075263969205	4.545420181582317	8.870803443982124	0.010615711252653927	0.010559760215002255	2	1	elevee	elevee	elevee
06/21/1966	00:43:17	-11.022	165.171	30.0	5.8	2392	1.916922612182061	3.4339872044851463	7.780303087908373	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
08/20/1966	07:43:29	-3.195	-77.166	113.3	5.7	685	1.9021075263969205	4.738826570800765	6.530877627725885	0.008748906386701663	0.008710856474248371	2	1	elevee	elevee	faible
08/23/1966	18:22:16	23.873	123.228	25.0	5.7	1843	1.9021075263969205	3.258096538021482	7.519692404116539	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	faible
08/30/1966	20:20:54	61.197	-147.781	29.6	5.6	22342	1.8870696490323797	3.4210000089583352	10.014268351879487	0.032679738562091505	0.03215711163453134	2	1	elevee	elevee	elevee
09/26/1966	05:10:57	27.419	92.576	14.4	5.9	24641	1.9315214116032138	2.7343675094195836	10.112207583184613	0.06493506493506493	0.06291382541056925	2	1	elevee	elevee	elevee
11/05/1966	12:45:14	-15.37	-175.109	15.0	6.4	527	2.0014800002101243	2.772588722239781	6.269096283706261	0.0625	0.06062462181643484	2	1	elevee	elevee	faible
11/12/1966	11:50:33	-23.822	-67.863	135.0	5.6	3380	1.8870696490323797	4.912654885736052	8.125926802707886	0.007352941176470588	0.007326040092072906	2	1	elevee	elevee	elevee
11/23/1966	02:19:13	-14.851	167.051	35.0	5.9	13732	1.9315214116032138	3.58351893845611	9.527556974530281	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
11/26/1966	02:18:19	-25.563	-70.497	51.8	5.7	23536	1.9021075263969205	3.966511190712216	10.066328930041957	0.01893939393939394	0.018762276455522944	2	1	elevee	elevee	elevee
12/20/1966	12:26:55	-26.123	-63.152	578.0	6.3	30041	1.9878743481543455	6.361302477572996	10.310351681558	0.0017271157167530224	0.0017256259674697772	2	1	elevee	elevee	elevee
12/20/1966	15:30:01	37.3021667	-116.4083333	1.2	5.62	2247	1.890095369948917	0.7884573603642702	7.717796211013582	0.45454545454545453	0.3746934494414107	2	11	elevee		elevee
12/21/1966	08:51:59	-19.98	169.834	230.0	6.3	230	1.9878743481543455	5.442417710521793	5.442417710521793	0.004329004329004329	0.004319661144516415	2	-1	elevee	anomalie	faible
01/01/1967	07:05:51	-15.237	-173.608	30.0	6.5	759	2.0149030205422647	3.4339872044851463	6.633318433280377	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	faible
01/01/1967	21:59:00	-11.2	165.416	30.0	5.9	2978	1.9315214116032138	3.4339872044851463	7.999342952713282	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
01/03/1967	11:05:17	-11.112	165.536	30.0	5.6	2978	1.8870696490323797	3.4339872044851463	7.999342952713282	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
01/04/1967	20:16:00	10.881	-62.33	92.6	5.5	100925	1.8718021769015913	4.539030383483547	11.522142854019837	0.010683760683760684	0.01062709257428623	2	1	elevee	elevee	elevee
01/05/1967	00:42:12	48.477	103.021	17.5	5.8	98186	1.916922612182061	2.917770732084279	11.494629102687112	0.05405405405405406	0.052643733485421985	2	1	elevee	elevee	elevee
01/05/1967	23:58:20	48.04	103.013	17.5	5.9	19731	1.9315214116032138	2.917770732084279	9.88999696235363	0.05405405405405406	0.052643733485421985	2	1	elevee	elevee	elevee
01/06/1967	00:04:06	41.878	143.482	39.3	5.9	65068	1.9315214116032138	3.696351468952637	11.083203524305778	0.02481389578163772	0.024511031014349774	2	1	elevee	elevee	elevee
01/17/1967	01:07:55	-27.335	-63.204	590.9	6.2	74634	1.9740810260220096	6.3833377016966795	11.22036484506734	0.0016894745734076704	0.001688049016642661	2	1	elevee	elevee	elevee
01/18/1967	05:34:37	56.564	120.947	25.0	5.5	2940	1.8718021769015913	3.258096538021482	7.9865049385539955	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	elevee
01/30/1967	21:05:30	26.107	96.115	25.0	5.6	35998	1.8870696490323797	3.258096538021482	10.49124643927466	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	elevee
02/07/1967	14:53:14	56.521	-157.326	62.0	5.7	166	1.9021075263969205	4.143134726391533	5.117993812416755	0.015873015873015872	0.015748356968139168	2	4	elevee		faible
02/15/1967	16:11:12	-9.163	-71.274	600.4	7.0	17101	2.0794415416798357	6.399260270554429	9.7469506947159	0.0016627868307283007	0.0016614059312551285	2	1	elevee	elevee	elevee
02/19/1967	23:28:29	-0.072	124.213	95.0	5.9	127202	1.9315214116032138	4.564348191467836	11.7535395145157	0.010416666666666666	0.010362787035546583	2	1	elevee	elevee	elevee
02/22/1967	18:26:48	-19.516	169.216	90.6	5.8	1030	1.916922612182061	4.517431271680085	6.93828448401696	0.01091703056768559	0.010857869972049117	2	1	elevee	elevee	faible
02/25/1967	11:20:50	-0.077	123.947	75.0	5.9	126923	1.9315214116032138	4.330733340286331	11.751343761116054	0.013157894736842105	0.01307208156735277	2	1	elevee	elevee	elevee
02/25/1967	11:38:45	-0.114	123.969	80.0	5.9	10629	1.9315214116032138	4.394449154672439	9.271435471335993	0.012345679012345678	0.012270092591814347	2	1	elevee	elevee	elevee
03/04/1967	05:09:25	21.398	121.823	131.1	5.7	31694	1.9021075263969205	4.883559211528279	10.363914218718266	0.00757002271006813	0.007541513872786313	2	1	elevee	elevee	elevee
03/09/1967	06:58:36	-10.617	166.198	15.0	5.9	2978	1.9315214116032138	2.772588722239781	7.999342952713282	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
03/09/1967	18:02:42	-10.622	166.333	15.0	5.9	2978	1.9315214116032138	2.772588722239781	7.999342952713282	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
03/11/1967	08:33:29	-10.821	166.388	55.0	5.9	2978	1.9315214116032138	4.02535169073515	7.999342952713282	0.017857142857142856	0.017699577099400916	2	1	elevee	elevee	elevee
03/13/1967	16:06:53	-40.17	-74.722	20.0	5.7	805	1.9021075263969205	3.044522437723423	6.692083742506628	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	faible
03/14/1967	06:58:05	28.463	94.248	16.9	5.7	19311	1.9021075263969205	2.884800712846709	9.868481943337313	0.0558659217877095	0.05436120921888739	2	1	elevee	elevee	elevee
03/18/1967	19:15:37	-6.075	146.354	110.0	5.7	15479	1.9021075263969205	4.709530201312334	9.647304147143718	0.009009009009009009	0.008968669982760406	2	1	elevee	elevee	elevee
03/26/1967	22:39:03	-9.182	148.623	20.0	5.7	108765	1.9021075263969205	3.044522437723423	11.59695406456568	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
04/03/1967	08:04:18	-6.024	151.499	22.5	5.9	54954	1.9315214116032138	3.157000421150113	10.914269947503001	0.0425531914893617	0.041672696400568025	2	1	elevee	elevee	elevee
04/10/1967	04:59:56	-7.359	155.753	35.0	5.7	15588	1.9021075263969205	3.58351893845611	9.654320816312682	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
04/30/1967	16:59:00	-1.808	138.694	20.0	5.8	14633	1.916922612182061	3.044522437723423	9.591102867443976	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
05/11/1967	14:51:01	39.365	73.787	15.0	5.6	5100	1.8870696490323797	2.772588722239781	8.537191877922927	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
06/01/1967	03:36:19	53.567	-165.718	50.0	5.8	6080	1.916922612182061	3.9318256327243257	8.71292443512011	0.0196078431372549	0.019418085857101582	2	1	elevee	elevee	elevee
06/01/1967	20:47:45	-6.794	154.934	15.0	5.6	92966	1.8870696490323797	2.772588722239781	11.439999870455564	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
06/03/1967	09:08:57	58.207	-151.453	27.8	5.6	6538	1.8870696490323797	3.3603753871419	8.785539527561276	0.034722222222222224	0.03413300636945852	2	1	elevee	elevee	elevee
06/14/1967	03:14:18	-15.052	-73.315	97.0	5.7	14801	1.9021075263969205	4.584967478670572	9.602517585757411	0.01020408163265306	0.010152371464018007	2	1	elevee	elevee	elevee
06/14/1967	05:06:21	-15.406	-173.343	29.6	6.2	759	1.9740810260220096	3.4210000089583352	6.633318433280377	0.032679738562091505	0.03215711163453134	2	1	elevee	elevee	faible
06/21/1967	06:49:54	-2.336	-77.519	15.0	5.7	22330	1.9021075263969205	2.772588722239781	10.013731126634887	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
08/12/1967	12:30:58	-14.89	166.756	20.0	5.7	13732	1.9021075263969205	3.044522437723423	9.527556974530281	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
08/15/1967	09:21:03	31.079	93.639	20.0	5.7	73200	1.9021075263969205	3.044522437723423	11.200964361058276	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
08/18/1967	03:35:42	27.693	127.685	110.0	5.6	9563	1.8870696490323797	4.709530201312334	9.165761328578215	0.009009009009009009	0.008968669982760406	2	1	elevee	elevee	elevee
08/19/1967	15:41:54	-12.481	166.652	85.0	5.7	210	1.9021075263969205	4.454347296253507	5.351858133476067	0.011627906976744186	0.011560822401075985	2	4	elevee		faible
08/24/1967	03:21:19	43.565	147.578	65.9	5.6	3800	1.8870696490323797	4.203198967134183	8.24301946898925	0.014947683109118086	0.014837067430467676	2	1	elevee	elevee	elevee
08/24/1967	10:32:55	-14.94	166.902	25.0	5.8	13732	1.916922612182061	3.258096538021482	9.527556974530281	0.038461538461538464	0.03774032798284703	2	1	elevee	elevee	elevee
08/30/1967	11:08:49	31.587	100.255	10.0	5.8	110884	1.916922612182061	2.3978952727983707	11.616248907202129	0.09090909090909091	0.08701137698962977	2	1	elevee	elevee	elevee
09/01/1967	03:31:11	-5.615	147.201	185.0	5.7	8367	1.9021075263969205	5.225746673713202	9.032170186304704	0.005376344086021506	0.005361943141385378	2	1	elevee	elevee	elevee
09/09/1967	10:06:45	-27.623	-63.23	580.4	6.7	85410	2.0412203288596382	6.365438988124776	11.355230177102538	0.0017199862401100791	0.0017185087577006651	2	1	elevee	elevee	elevee
09/15/1967	10:32:44	27.338	91.91	13.7	5.8	43495	1.916922612182061	2.6878474937846906	10.680424258825756	0.06802721088435375	0.06581321856957176	2	1	elevee	elevee	elevee
09/16/1967	08:31:58	51.721	-176.222	55.0	5.6	171	1.8870696490323797	4.02535169073515	5.147494476813453	0.017857142857142856	0.017699577099400916	2	4	elevee		faible
09/30/1967	07:57:22	28.984	129.95	30.0	5.7	56694	1.9021075263969205	3.4339872044851463	10.945441302405941	0.03225806451612903	0.0317486983145803	2	1	elevee	elevee	elevee
10/08/1967	16:59:36	-9.445	148.843	20.0	5.7	15511	1.9021075263969205	3.044522437723423	9.649369196922487	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
10/08/1967	18:08:15	-5.623	154.057	35.0	5.9	107156	1.9315214116032138	3.58351893845611	11.582050327745947	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
10/16/1967	16:58:03	1.715	127.493	125.0	5.7	34100	1.9021075263969205	4.836281906951478	10.43708198835482	0.007936507936507936	0.007905179507113275	2	1	elevee	elevee	elevee
11/01/1967	18:56:55	-4.624	135.649	15.0	5.7	14522	1.9021075263969205	2.772588722239781	9.583488878607804	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
11/08/1967	03:10:54	16.853	-85.789	20.0	5.6	5000	1.8870696490323797	3.044522437723423	8.517393171418904	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
11/11/1967	12:14:57	-6.157	71.342	22.4	5.9	3500	1.9315214116032138	3.152736022363656	8.160803920954665	0.042735042735042736	0.04184710993550044	2	1	elevee	elevee	elevee
11/26/1967	00:08:12	28.583	130.138	35.0	5.7	66702	1.9021075263969205	3.58351893845611	11.108005208403501	0.027777777777777776	0.02739897418811444	2	1	elevee	elevee	elevee
12/07/1967	09:49:37	-14.591	167.312	140.0	5.6	1376	1.8870696490323797	4.948759890378168	7.227662498728655	0.0070921985815602835	0.0070671672230924526	2	1	elevee	elevee	faible
12/10/1967	12:06:55	40.478	-124.656	20.0	5.6	79010	1.8870696490323797	3.044522437723423	11.277342362262429	0.047619047619047616	0.04652001563489285	2	1	elevee	elevee	elevee
12/13/1967	19:07:14	-19.164	168.656	40.0	5.7	1030	1.9021075263969205	3.713572066704308	6.93828448401696	0.024390243902439025	0.024097551579060503	2	1	elevee	elevee	faible
12/23/1967	13:23:15	-5.206	151.831	45.0	5.9	72676	1.9315214116032138	3.828641396489095	11.193780244828256	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	elevee
01/07/1968	09:56:41	-5.042	153.961	116.6	5.7	105467	1.9021075263969205	4.767289035464526	11.566162868352645	0.008503401360544218	0.008467451099098532	2	1	elevee	elevee	elevee
01/13/1968	16:07:04	-24.28	-67.006	179.2	5.7	7479	1.9021075263969205	5.194067345174237	8.919988070968524	0.0055493895671476145	0.005534048434641416	2	1	elevee	elevee	elevee
01/19/1968	14:39:39	-42.559	-75.278	17.5	5.7	654	1.9021075263969205	2.917770732084279	6.484635235635252	0.05405405405405406	0.052643733485421985	2	1	elevee	elevee	faible
01/30/1968	01:48:28	43.246	147.701	15.0	5.9	2285	1.9315214116032138	2.772588722239781	7.734558844354756	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
02/01/1968	12:47:25	43.203	146.986	36.0	5.6	3800	1.8870696490323797	3.6109179126442243	8.24301946898925	0.02702702702702703	0.026668247082161325	2	1	elevee	elevee	elevee
02/06/1968	04:37:19	-0.135	124.145	100.0	5.6	127202	1.8870696490323797	4.61512051684126	11.7535395145157	0.009900990099009901	0.00985229644301163	2	1	elevee	elevee	elevee
02/06/1968	11:19:27	-28.59	-70.999	45.0	5.6	72271	1.8870696490323797	3.828641396489095	11.188192057894385	0.021739130434782608	0.021506205220963585	2	1	elevee	elevee	elevee
03/02/1968	22:02:24	-6.164	71.374	15.0	5.9	3500	1.9315214116032138	2.772588722239781	8.160803920954665	0.0625	0.06062462181643484	2	1	elevee	elevee	elevee
03/09/1968	03:19:23	-5.603	154.093	75.0	5.7	107156	1.9021075263969205	4.330733340286331	11.582050327745947	0.013157894736842105	0.01307208156735277	2	1	elevee	elevee	elevee
